id,bbox,country,code,vegetation,All occurances,All species,All genus,All family,All shannon,All simpson,Plants occurances,Plants species,Plants genus,Plants family,Plants shannon,Plants simpson,Animals occurances,Animals species,Animals genus,Animals family,Animals shannon,Animals simpson,Birds occurances,Birds species,Birds genus,Birds family,Birds shannon,Birds simpson,Insects occurances,Insects species,Insects genus,Insects family,Insects shannon,Insects simpson
24MTS,"[-41.72302326127163, -8.22539669422571, -40.76069539134259, -7.229183594153009]",Brazil,BR,0.618778,293,136,129,62,4.815323505150476,0.9961421879305594,197,,,,,,95,,,,,,91,,,,,,0,,,,,
24MTV,"[-41.707642172361396, -5.514221687588917, -40.71450539703987, -4.518334158072976]",Brazil,BR,23.53162,1345,98,93,44,4.2343767318468455,0.9823183397043166,59,,,,,,1286,99.0,89.0,39.0,4.312920851055085,0.9855852453340886,1243,96.0,86.0,35.0,4.302812769692693,0.9859786611273723,19,,,,,
24MUA,"[-40.36178036558912, -4.611393153929231, -39.81218556872548, -3.617675240911162]",Brazil,BR,3.174479,15143,93,85,39,3.916173828781869,0.9693561581578549,85,,,,,,15057,86.0,81.0,36.0,3.645964194716436,0.9484859255748743,14990,94.0,85.0,35.0,2.2983503936028997,0.6860282939566826,16,,,,,
24MUB,"[-40.17083160511308, -3.707163215146263, -39.81148152819554, -2.713749094113347]",Brazil,BR,36.007699,15970,103,92,41,3.5525535033741957,0.9383589575570838,483,168.0,141.0,67.0,5.072063707482312,0.998377812663527,15485,96.0,90.0,38.0,3.779580404036539,0.9617306561751007,15406,101.0,98.0,41.0,3.3539422783309587,0.9191791944675151,24,,,,,
24MUS,"[-40.8123482040651, -7.460611703434401, -40.762792566421375, -7.233682824131001]",Brazil,BR,0.992218,315,84,77,35,3.3880999879321183,0.9287756728341737,12,,,,,,303,78.0,73.0,31.0,3.2779360168487957,0.9195234850442915,303,78.0,73.0,31.0,3.2779360168487957,0.9195234850442915,0,,,,,
24MUT,"[-40.81173410929009, -7.32218770453864, -40.56681696470827, -6.329351607734412]",Brazil,BR,0.895715,11055,101,94,39,3.862684426635264,0.9593980692788189,64,,,,,,10991,106.0,96.0,42.0,3.967010694673031,0.9636289462122638,10918,87.0,76.0,30.0,3.953648300824553,0.9745032233140981,24,,,,,
24MUU,"[-40.80831554104201, -6.418935562830437, -40.35139485799347, -5.425529942673673]",Brazil,BR,3.027748,241,55,51,28,2.544380184339379,0.7820195715826783,7,,,,,,234,52.0,48.0,26.0,2.5143197863126123,0.7752543966595746,231,51.0,46.0,23.0,2.804651510779441,0.852963806553852,3,,,,,
24MVA,"[-39.901897265306104, -4.611853289877044, -38.9120063763308, -3.618066326597325]",Brazil,BR,37.761819,19366,96,88,41,4.08782611336209,0.9778345769606024,143,,,,,,19213,91.0,85.0,40.0,4.1549339823571145,0.9795344153536311,18827,89.0,78.0,32.0,3.8106560295766587,0.9604171682461862,176,,,,,
24MVB,"[-39.900869607162896, -3.707532852984751, -38.912106656194645, -2.713837142510183]",Brazil,BR,48.711616,3250,97,88,41,3.383193173991347,0.8799676680587364,54,,,,,,3194,91.0,81.0,34.0,3.386548225842942,0.9124706613974202,3126,97.0,87.0,33.0,4.091961360863841,0.9773116072192285,17,,,,,
24MVS,"[-39.90828910774846, -8.23048908614055, -38.91138265297403, -7.236383230679499]",Brazil,BR,20.05156,4546,107,102,51,3.777171258871628,0.927797367639271,292,143.0,141.0,64.0,4.909869172663316,0.9979163866111036,4253,99.0,91.0,39.0,3.672335732305532,0.9440809329502379,4182,97.0,90.0,38.0,4.185236694241097,0.9805767662539847,54,,,,,
24MVT,"[-39.906345236305285, -7.325744468031913, -38.91157233842171, -6.33171157341235]",Brazil,BR,13.713063,4841,117,111,60,3.632075858836596,0.9384319231814476,547,125.0,112.0,54.0,4.576451599586879,0.9892479235407896,4293,117.0,110.0,54.0,3.1250338583992465,0.8656785193149528,3930,116.0,106.0,42.0,3.477249374012228,0.9124190487275737,288,128.0,117.0,41.0,4.6259592068927695,0.9915570289029317
24MVU,"[-39.90463419731738, -6.421506326599233, -38.91173930361539, -5.427550802672508]",Brazil,BR,2.991619,1667,106,99,56,2.6039620892015076,0.837213017110678,206,77.0,68.0,35.0,3.815330492435758,0.967937428778618,1461,93.0,87.0,47.0,3.237152450052445,0.9082292353854994,1191,72.0,67.0,36.0,3.4168396535000047,0.9431908342343157,237,130.0,116.0,43.0,4.666616261972283,0.9923088755576065
24MVV,"[-39.9031517916695, -5.516693539799448, -38.911883958373146, -4.522819979734341]",Brazil,BR,32.653362,8223,90,81,37,3.7351162963356357,0.9509665451019247,15,,,,,,8208,97.0,87.0,37.0,3.9297950668599206,0.9680327551244462,8199,85.0,81.0,38.0,3.473244431077414,0.9394200923612688,5,,,,,
24MWA,"[-39.000180314874406, -4.611858741453012, -38.01030152037125, -3.617974654027191]",Brazil,BR,57.123154,45876,117,105,57,4.053779070211571,0.96823073611709,1406,163.0,147.0,70.0,5.023000173527177,0.9977952109931806,44442,102.0,96.0,50.0,3.97616429633198,0.9685682738314317,40759,104.0,91.0,37.0,4.034464772448084,0.9706864564007421,1355,141.0,136.0,60.0,4.8378183727453905,0.9961161769672408
24MWB,"[-39.00018010938248, -3.707537232361197, -38.01142918479081, -2.713798217150779]",Brazil,BR,3.953857,4298,108,105,60,3.9741611236750076,0.9700724186184284,236,149.0,122.0,59.0,4.886000057582526,0.9960408101111619,4057,102.0,93.0,48.0,3.8520064066111686,0.954831373110353,3797,98.0,86.0,38.0,3.9527756437595127,0.9679939684276545,86,,,,,
24MWS,"[-38.66578873042032, -8.230084138979894, -38.00328766042231, -7.236199172423675]",Brazil,BR,6.101717,1305,135,129,75,4.282040271227336,0.974420203335866,225,117.0,115.0,47.0,4.692257654420532,0.9968390804597701,1080,122.0,111.0,58.0,4.07326834965135,0.9623232989086647,869,97.0,89.0,36.0,3.7507811425685813,0.9477060017016821,67,,,,,
24MWT,"[-38.47640430300184, -7.325174526006212, -38.0054206977693, -6.331550719524735]",Brazil,BR,6.159798,3350,125,128,70,4.66287067344819,0.9936621658859189,2535,111.0,104.0,46.0,4.6107163508623525,0.9954652639216398,813,103.0,100.0,60.0,4.2023847713367815,0.9823830697360275,657,71.0,66.0,30.0,3.73793902186247,0.9688659247482777,85,,,,,
24MWU,"[-38.2720548664612, -6.420808368307123, -38.00729824519057, -5.427413062105865]",Brazil,BR,9.931307,1563,105,98,55,2.471941750948298,0.6861496665338931,274,132.0,116.0,49.0,4.7653702734708325,0.9955149215111264,1289,78.0,72.0,35.0,3.8326530501286227,0.9676554727970929,1261,76.0,69.0,31.0,2.3318813751694702,0.7042421353670162,4,,,,,
24MWV,"[-39.00018056573138, -5.516700066819259, -38.00892491028778, -4.522705300509113]",Brazil,BR,15.097916,2767,84,76,37,3.4596050882794156,0.9444519575360065,12,,,,,,2754,85.0,78.0,37.0,3.6553018736007648,0.9564185402518626,2740,75.0,70.0,36.0,3.2463972782757042,0.9244151264832313,4,,,,,
24MXA,"[-37.849964982414704, -4.610797933995109, -37.10884495524299, -3.802380566447971]",Brazil,BR,2.544309,815,100,94,52,3.3107264192125054,0.9210838459943319,55,,,,,,760,81.0,74.0,39.0,3.2393758848865435,0.9114860480207657,721,76.0,66.0,36.0,3.381990677533903,0.9318740493263798,5,,,,,
24MXS,"[-38.09419464575659, -8.229472946800525, -37.095449736537866, -7.233321357004069]",Brazil,BR,7.12983,1637,121,116,63,4.408744739516631,0.9851625746516257,245,126.0,114.0,52.0,4.752283330461072,0.9965767056762996,1392,109.0,105.0,46.0,4.273765876980796,0.9802560925237506,1315,104.0,98.0,36.0,4.39367112521034,0.9882524095290053,37,,,,,
24MXT,"[-38.09588341465598, -6.551568688156633, -38.047156523133964, -6.331580793559639]",Brazil,BR,4.159094,2235,93,88,44,3.854945825724218,0.9677322333934864,103,,,,,,2132,96.0,88.0,39.0,4.110520730876299,0.9792591193780883,2094,90.0,86.0,37.0,4.039283494059462,0.9776207474320682,20,,,,,
24MXU,"[-38.09734193364202, -6.42071558745088, -37.844237345885496, -5.426965892257333]",Brazil,BR,13.034119,499,103,98,49,3.979446180530578,0.9694784302567357,136,,,,,,363,86.0,80.0,44.0,3.812096307668321,0.9650295464329042,352,79.0,72.0,33.0,3.83125572182317,0.9688616565775875,3,,,,,
24MXV,"[-38.098573773717575, -5.516014937246069, -37.639783026468194, -4.521935680329088]",Brazil,BR,61.336893,9124,105,93,49,2.3599549509394206,0.7716322686362682,443,83.0,71.0,36.0,3.885408058699061,0.965149136577708,8677,91.0,80.0,43.0,3.017313292098902,0.8621036647670686,8080,92.0,81.0,40.0,3.643688580279346,0.9576707507820647,215,61.0,53.0,26.0,3.3226766051449106,0.9329147043432757
24MYS,"[-37.188982860079484, -8.226398126465138, -36.18864685496363, -7.228649590132115]",Brazil,BR,35.00008,1994,119,117,62,4.469155695182437,0.9875891820142692,199,,,,,,1792,105.0,100.0,50.0,4.3134797316942155,0.9849940498650335,1665,92.0,89.0,34.0,4.126162370870596,0.9791716799016069,51,,,,,
24MYT,"[-37.192357609869305, -7.322108246369366, -36.19465494358094, -6.324952906139793]",Brazil,BR,14.15783,3482,135,134,69,4.560397736159656,0.9888108634036973,649,141.0,121.0,43.0,4.849774231044351,0.9965238981998759,2829,105.0,101.0,55.0,4.186603229772659,0.9791907920131944,2583,102.0,93.0,35.0,4.067079619836988,0.9723731749566938,116,,,,,
24MYU,"[-37.19527224752645, -6.418322819571477, -36.19994344291027, -5.42176328831644]",Brazil,BR,3.674268,16848,83,83,46,4.004466507398076,0.9766543952590464,1330,37.0,35.0,16.0,2.986933038518081,0.9274983335897041,15517,92.0,83.0,42.0,4.082824661614623,0.9762195003966642,7694,87.0,82.0,31.0,4.096289928958946,0.9808919474483868,32,,,,,
24MYV,"[-37.19773390587045, -5.513961491831883, -36.20452531421328, -4.518001438656479]",Brazil,BR,24.806131,7101,90,81,42,3.129154310285918,0.9212157623933204,127,,,,,,6974,89.0,83.0,38.0,2.520812796164316,0.8525522113077642,6404,82.0,76.0,33.0,2.4331397127616734,0.7488378647798938,11,,,,,
24MZS,"[-36.28369026115281, -8.221274538592427, -35.72823227441738, -7.225269212794085]",Brazil,BR,3.577882,1667,139,130,77,4.570325823832942,0.98773681515617,183,,,,,,1481,126.0,119.0,57.0,4.423952569677826,0.985572606743919,1226,101.0,94.0,40.0,3.8133702132745104,0.9390792896731139,138,,,,,
24MZT,"[-36.28874778224106, -7.317554169473159, -35.51793833395874, -6.320662841085519]",Brazil,BR,12.635058,5096,126,121,66,4.536654091647781,0.9889705882352942,381,132.0,116.0,50.0,4.797367963232251,0.9966115208291808,4688,122.0,117.0,54.0,4.522835622947776,0.989272030651341,4161,107.0,96.0,38.0,4.383956893847362,0.9866881679630684,334,126.0,129.0,53.0,4.651927939981147,0.99290691105392
24MZU,"[-36.293115781681166, -6.414335723339281, -35.31283926393491, -5.416973983140035]",Brazil,BR,74.122638,8623,70,69,35,3.7672995183478393,0.9685170996726336,91,,,,,,8532,76.0,72.0,36.0,3.8241451653052225,0.9690190613646543,8304,75.0,73.0,33.0,3.68440261071896,0.9576976421636616,51,,,,,
24MZV,"[-36.29680494075908, -5.510539807042403, -35.303907336957835, -4.513972972670635]",Brazil,BR,15.74086,8062,71,71,30,3.4441940354266336,0.9486448980342062,30,,,,,,8031,79.0,74.0,34.0,2.6447013330356453,0.8412425389717423,7975,75.0,69.0,32.0,3.010741252774768,0.9157485406044483,17,,,,,
25LBK,"[-34.866320728180554, -9.070781368152842, -34.730574746640585, -9.041290595399639]",Brazil,BR,0.0,6175,67,64,42,2.9142670815112854,0.8810220584083444,108,,,,,,6062,78.0,73.0,41.0,3.2273346035382207,0.9319002744682565,5555,61.0,57.0,26.0,3.2609495725091824,0.9284329116261889,196,,,,,
25LBL,"[-35.72954465511184, -9.131078481739872, -34.726481681870204, -8.132907840065796]",Brazil,BR,38.893464,7574,115,104,47,4.125549361428639,0.9749565760814624,215,116.0,123.0,63.0,4.5882597965719,0.9932591077785352,7357,102.0,97.0,47.0,4.065586920017944,0.9758154335719968,6859,96.0,92.0,36.0,3.9849543221894477,0.9747205253881257,67,,,,,
25MBM,"[-35.71674549806488, -7.240716710145978, -35.71423106131879, -7.229183594153009]",Brazil,BR,0.0,12948,116,113,59,4.239938379521708,0.9802320224483813,441,144.0,132.0,57.0,4.8676414547624764,0.9965334900117508,12490,102.0,100.0,51.0,3.63177867305786,0.9386774138439795,11029,106.0,96.0,38.0,4.213798538948294,0.9820178253119429,752,133.0,124.0,43.0,4.665334454036081,0.9909595559080095
25MBN,"[-35.71668598621717, -7.225724220099149, -35.519160758991454, -6.32541958958744]",Brazil,BR,29.831934,14169,121,121,58,4.340488873566665,0.9827066511187873,408,145.0,124.0,58.0,4.845320339326355,0.9954365994975132,13721,111.0,110.0,54.0,3.674129402641832,0.9332052825541535,12372,100.0,95.0,37.0,4.1280817647435235,0.9791100508246032,683,137.0,138.0,63.0,4.821823746742388,0.9964220701776411
25MBP,"[-35.71208052036113, -6.415115887689504, -35.31428769936673, -5.422162914642032]",Brazil,BR,73.749471,3196,114,111,73,3.857835646191705,0.9552048190206575,243,144.0,121.0,65.0,4.862452302807135,0.9961278359511344,2927,91.0,88.0,46.0,3.7692505478049014,0.9623055978586922,2485,75.0,67.0,32.0,3.5986908970149822,0.9580899852668958,167,,,,,
25MBQ,"[-35.36746226642336, -4.824255522768398, -34.71450539703987, -4.519484692687925]",Brazil,BR,4.2e-05,211,123,118,72,4.365623170112487,0.9827733242367389,23,,,,,,188,,,,,,147,,,,,,6,,,,,
25MCM,"[-34.81561785311764, -8.229664156708726, -33.8170429155052, -7.233682824131001]",Brazil,BR,0.033696,667,58,55,41,3.0824981987231728,0.9266471176128189,14,,,,,,653,58.0,55.0,35.0,3.2770020069375736,0.9437709732874062,616,41.0,37.0,24.0,2.8498034197601263,0.9057794886925083,5,,,,,
42QVL,"[68.89937912308443, 22.518124629787813, 69.09506043155213, 22.765129038541044]",India,IN,0.0,9645,93,76,42,3.7094741725288403,0.9573034019261415,2,,,,,,9641,87.0,75.0,43.0,2.9362889733225046,0.8904032085150579,9629,88.0,75.0,41.0,3.545470997964023,0.9394555196670213,5,,,,,
42QVM,"[68.01330902315392, 23.418602984126487, 69.09626807433071, 24.413397299352482]",India,IN,7.808992,8633,84,76,44,3.6220247362147044,0.9526372967516129,5,,,,,,8628,92.0,80.0,46.0,3.7702700891625502,0.9661799563857021,8566,78.0,68.0,42.0,3.486506312623875,0.9485178481350702,48,,,,,
42QWJ,"[68.99980664016098, 21.320170294329277, 69.09699394640066, 21.70341728569487]",India,IN,0.0,10039,101,82,45,1.4185971385076412,0.45963692109828547,20,,,,,,10019,103.0,84.0,44.0,1.9200228643357862,0.730691390125694,9979,108.0,90.0,44.0,3.183074537150568,0.9368659495100495,18,,,,,
42QWK,"[68.99980540161629, 21.611674002745403, 70.06807921768983, 22.607037481513167]",India,IN,7.796663,34686,106,86,46,3.1599062287320647,0.9206474162946775,7,,,,,,34679,97.0,80.0,42.0,3.545820703625331,0.9542034853964546,34589,102.0,87.0,42.0,3.1268908068838925,0.9010284928601984,24,,,,,
42QWL,"[68.99980409834852, 22.814848254769583, 69.5680596745667, 23.510556029690843]",India,IN,34.182671,68372,97,82,50,3.32828639522925,0.9305088700415449,80,,,,,,68291,96.0,80.0,47.0,3.7189635132135104,0.9479919853645788,68089,104.0,81.0,44.0,3.6932611276837686,0.9486038848421783,123,,,,,
42QWM,"[69.32616711403487, 24.300085770348336, 69.78898505687638, 24.41226103643713]",India,IN,4.519952,41416,103,80,44,2.8269190085147593,0.8338615578681804,49,,,,,,41367,98.0,70.0,42.0,3.722638186303022,0.9557968314380959,41282,101.0,78.0,44.0,3.7713967009833826,0.9648088483035132,51,,,,,
42QXH,"[70.7713293039972, 19.796820923140057, 71.01554894382922, 20.788533963012263]",India,IN,0.283623,3068,87,71,41,3.0767421548224583,0.9191834699094034,18,,,,,,3050,87.0,75.0,40.0,2.8971861161785144,0.9024630634633534,2971,88.0,75.0,39.0,2.9345848296256913,0.9012872570599907,28,,,,,
42QXJ,"[69.96031190058692, 20.69954490134488, 71.02786117314407, 21.700598724892142]",India,IN,51.436728,34805,107,90,53,3.762441419380334,0.9490752784074721,214,124.0,104.0,50.0,4.571774498839294,0.9892898837622456,34588,102.0,86.0,55.0,3.3127863318890403,0.8856077480889814,34016,99.0,85.0,48.0,3.4450407065703965,0.932964904141537,267,104.0,91.0,29.0,4.276004947527678,0.9802594472645234
42QXK,"[69.96615845334611, 21.60270955601133, 71.04083946118931, 22.604089154510955]",India,IN,31.059539,71016,99,82,42,3.580770736848964,0.9427506361701811,109,,,,,,70906,105.0,88.0,43.0,3.169147368648708,0.90570140230397,70860,101.0,91.0,49.0,3.459137917010742,0.9167578676984186,31,,,,,
42QXL,"[69.97231852179956, 22.505769285811134, 71.05449573394014, 23.507476283560575]",India,IN,32.291174,32434,105,84,42,1.975009711117901,0.6936402874209406,26,,,,,,32408,104.0,92.0,45.0,3.2945181239043433,0.915574179876618,32388,104.0,84.0,45.0,2.8215151520655604,0.836412536397322,16,,,,,
42QXM,"[69.97879719394643, 23.40817882334798, 71.06884159555698, 24.410215071618904]",India,IN,5.83307,9188,91,73,40,3.428668686636467,0.9468093463254834,3,,,,,,9185,85.0,71.0,42.0,0.7935242699017743,0.23974095760194614,9168,96.0,77.0,42.0,2.7760225940889023,0.8091797451711209,13,,,,,
42QYH,"[70.90886863610525, 19.783589289270502, 71.97504605263902, 20.788354784832197]",India,IN,0.313759,2960,92,76,42,3.261689982944272,0.9277337163347886,17,,,,,,2943,90.0,73.0,42.0,3.4097767243353263,0.9391399380251721,2877,86.0,69.0,35.0,2.552008023287572,0.8108374245699179,19,,,,,
42QYJ,"[70.91993508779098, 20.69441696502502, 71.60700151701488, 21.692151337399668]",India,IN,32.264909,18377,115,102,55,2.9122557144855845,0.8328237058111835,192,,,,,,18185,120.0,99.0,49.0,1.1841128388504183,0.33739021250850865,17855,114.0,98.0,44.0,3.414566391025646,0.9138753704492968,182,,,,,
42QYK,"[70.93161738015175, 21.594205070141037, 71.83551543727354, 22.59525288197261]",India,IN,37.613806,13446,102,92,54,3.595645681569997,0.9432489082370215,216,93.0,77.0,42.0,4.212925206731343,0.9838190954773869,13229,97.0,81.0,44.0,3.9489723422941765,0.9716326758407348,13061,91.0,79.0,46.0,3.6266227471579735,0.9530441156260021,54,,,,,
42QYL,"[71.40504338152944, 22.49054569679087, 72.0324758349017, 23.48734643104229]",India,IN,44.027644,62940,109,87,46,3.527506897777312,0.9519423393828002,103,,,,,,62836,105.0,85.0,47.0,3.0419840187741567,0.8943361348680157,62663,104.0,81.0,45.0,3.3166725096269998,0.9133968985674266,67,,,,,
42QYM,"[71.61290761621169, 23.392275172488286, 72.05362898935483, 24.386029710546566]",India,IN,30.622083,10545,101,83,46,1.7882124162506952,0.6614801527068062,2,,,,,,10542,94.0,74.0,41.0,0.6762309616553009,0.2119782979603445,10519,107.0,83.0,46.0,2.1278337427639453,0.7459587268510119,4,,,,,
42QZF,"[71.83240369636302, 17.961538316344637, 72.88990218714761, 18.97059888559957]",India,IN,0.064492,14345,57,47,30,2.4490893654753605,0.8782518986053364,39,,,,,,14302,55.0,46.0,28.0,2.5687106178822594,0.865023438410311,14049,57.0,46.0,28.0,1.338381378375311,0.47614531981596564,130,,,,,
42QZG,"[71.85290731739933, 18.96794363753402, 72.91143101603326, 19.87337734364284]",India,IN,6.597882,106017,76,67,42,3.336614151645711,0.9361202301528468,425,123.0,108.0,45.0,4.556637928811421,0.989145728643216,105582,78.0,68.0,38.0,3.4565086989089373,0.9510499795723819,103425,80.0,71.0,41.0,3.3860248902526244,0.9387253703613162,1149,130.0,124.0,49.0,4.685578043351496,0.993510034904014
42QZH,"[71.86294309475835, 19.765278794126957, 72.93417470375555, 20.7760516894942]",India,IN,6.118384,4069,115,98,57,3.959577199591704,0.967333005933452,78,,,,,,3987,104.0,90.0,51.0,4.087991537936445,0.9762132018608566,3753,104.0,85.0,40.0,3.962739827546808,0.9700701528658517,167,,,,,
42QZJ,"[71.8795252074674, 20.666439116955395, 72.95815089562579, 21.678076337558732]",India,IN,10.159588,21825,101,88,57,2.735372135380656,0.8087583350935799,185,,,,,,21632,113.0,100.0,58.0,3.737694419070573,0.9399101334585206,20638,100.0,83.0,46.0,3.820272196493764,0.9619711279219284,775,99.0,89.0,35.0,4.35098684337977,0.9880866052004558
42QZK,"[71.89702981283695, 21.568021209955823, 72.98342302721052, 22.580530028965406]",India,IN,16.98993,45828,103,82,47,2.9318502012068626,0.8948088423395275,66,,,,,,45762,112.0,92.0,47.0,3.619556151353704,0.9435535865956297,45481,105.0,86.0,42.0,3.2176499193399164,0.8944201325885603,190,,,,,
42QZL,"[71.91547256514936, 22.46947930559413, 73.01001413703263, 23.482867240428334]",India,IN,22.365665,280455,108,95,49,3.590808764359046,0.9426205198823171,500,119.0,102.0,42.0,4.568496830917451,0.9914572864321608,279944,107.0,90.0,51.0,3.9956247697703895,0.973054070777328,278828,91.0,82.0,43.0,2.3346330470532712,0.7454866235183427,874,111.0,107.0,44.0,4.516217942119891,0.9913880445795339
42QZM,"[71.9348686116029, 23.370267968582922, 73.03794662097916, 24.384542793113983]",India,IN,40.986279,14909,104,87,49,2.017910490699431,0.6210870833134323,166,,,,,,14739,96.0,82.0,50.0,3.7499590508129437,0.9556405756405757,14627,95.0,81.0,45.0,3.591328796919485,0.9412362999319521,86,,,,,
42RXN,"[69.99222849611152, 25.1548347700318, 70.03453428972884, 25.313386128673674]",India,IN,0.0,1892,68,48,29,0.7644565084865896,0.2593567843599547,0,,,,,,1892,68.0,48.0,29.0,0.7644565084865896,0.2593567843599547,1892,68.0,48.0,29.0,0.7644565084865896,0.2593567843599547,0,,,,,
42RXQ,"[70.00027578051574, 26.115804626602205, 71.11631022102247, 27.118845826681362]",India,IN,0.183407,24744,95,67,36,3.533949409715647,0.9475667061180965,42,,,,,,24702,78.0,57.0,31.0,2.8068180477675613,0.879566622616376,24655,90.0,69.0,41.0,3.2835961518834087,0.9204905614836356,21,,,,,
42RXR,"[70.00815212742616, 27.018287013070598, 71.13369098939762, 28.019356264929193]",India,IN,0.334612,2594,85,67,37,3.1996037521441196,0.895288991421422,9,,,,,,2585,88.0,72.0,41.0,3.5922499030670836,0.9535126142078539,2572,89.0,73.0,39.0,3.244425392307267,0.9218435006465843,6,,,,,
42RYN,"[71.83053705698148, 24.294424822313125, 72.07585601103352, 25.28477451377982]",India,IN,30.612412,7417,107,81,47,1.8937178363222729,0.7136428897027557,0,,,,,,7417,107.0,81.0,47.0,1.8937178363222729,0.7136428897027557,7414,104.0,79.0,46.0,1.468341509214982,0.6359807511116922,0,,,,,
42RYP,"[70.98478836443795, 25.196449361019003, 72.09917877925396, 26.206000495572308]",India,IN,1.912127,491,69,60,35,3.205673426196411,0.9165398169912983,4,,,,,,487,77.0,62.0,39.0,3.1265198152527427,0.8931793798344925,487,77.0,62.0,39.0,3.1265198152527427,0.8931793798344925,0,,,,,
42RYQ,"[70.99978650890134, 26.097803865586915, 72.12361884913274, 27.107985316697768]",India,IN,1.24418,4671,93,71,40,3.049820125119784,0.8584266634724801,6,,,,,,4665,83.0,66.0,39.0,3.598038655846169,0.9504455201526776,4661,86.0,63.0,38.0,3.3490027540283953,0.9280781505070408,0,,,,,
42RYR,"[71.01552347739077, 26.999566524143898, 72.14924457370117, 28.01038669620816]",India,IN,0.50459,3133,93,68,39,3.475821376640441,0.9450665047671559,8,,,,,,3118,92.0,75.0,41.0,3.4053100167989827,0.9405567407092889,3117,88.0,69.0,38.0,2.8999475935655945,0.8744084133882016,0,,,,,
42RZN,"[71.95527015668813, 24.288806359877352, 72.5432052244723, 25.286635203879666]",India,IN,34.876576,35767,80,68,41,3.4663807198684355,0.9458882374452925,57,,,,,,35707,84.0,75.0,42.0,3.4140499428342257,0.931981531724499,35630,73.0,67.0,41.0,3.3975723310661805,0.9421911189817482,54,,,,,
42RZP,"[71.97669674796845, 25.18557396698318, 72.7807968812693, 26.188599350591417]",India,IN,8.012821,1195,90,81,47,3.1862895507246654,0.919166010203153,12,,,,,,1183,93.0,75.0,44.0,3.4315153210246465,0.9422367044301747,1170,84.0,69.0,42.0,3.3043723655200914,0.931535445316364,6,,,,,
43NGJ,"[76.81066681752968, 7.140287412715166, 77.81073385734211, 8.137978067422997]",India,IN,0.671673,15872,89,75,43,2.941600729372379,0.8844700265224017,65,,,,,,15784,92.0,76.0,42.0,3.4071826464663975,0.9155121070506576,15697,87.0,75.0,37.0,3.4454589054857943,0.9348482195955626,43,,,,,
43PCS,"[73.13671108562767, 14.377132874517228, 74.16336579580354, 15.375553617894255]",India,IN,8.690811,61756,101,82,48,3.7847931672401836,0.9566663899317694,232,132.0,117.0,59.0,4.740677299702309,0.9947652368997383,61524,101.0,81.0,45.0,2.8159219205108914,0.8113686512509686,60875,102.0,79.0,44.0,2.913492952690433,0.855553539082109,231,121.0,108.0,37.0,4.629643367080848,0.993346422338569
43PCT,"[73.12841781757693, 15.28042915519455, 74.15988514784853, 16.279149270852688]",India,IN,30.132663,200392,104,85,53,3.6060106549075224,0.9393789013732834,735,120.0,108.0,47.0,4.376993866728705,0.9796964621085225,199603,106.0,92.0,53.0,3.629046925095389,0.9411395932014489,197777,96.0,84.0,46.0,3.806911483694795,0.9585734594982955,1029,125.0,112.0,35.0,4.671940839449914,0.993992835491871
43PDP,"[74.07873729553887, 11.670132023856924, 74.46933315185011, 12.663565201250403]",India,IN,0.000408,24530,86,76,46,3.697506254397758,0.9578348312248364,243,54.0,51.0,33.0,2.9865912232671312,0.9022110552763819,24287,77.0,63.0,40.0,3.1130308984671546,0.892044851301773,24225,78.0,68.0,40.0,3.803670526902238,0.9668383643636155,31,,,,,
43PDQ,"[74.18866157873688, 12.574153810686973, 75.0902122512931, 13.568434978835024]",India,IN,33.918482,121553,99,80,48,3.7716904955495507,0.9599390201966943,280,147.0,128.0,57.0,4.861549900309671,0.9956347393533324,121260,92.0,79.0,46.0,3.8280104860034148,0.958866392801252,119895,92.0,78.0,44.0,3.9522625238633995,0.968330140807205,1159,94.0,77.0,24.0,4.305931024118038,0.9881416590994071
43PDR,"[74.38151562612137, 13.47882419035559, 75.0905662843398, 14.472812699206566]",India,IN,73.408031,48516,99,80,50,3.9871797574004466,0.9712783122198243,115,,,,,,48396,113.0,97.0,54.0,3.9885001419681694,0.9676764873361693,48174,109.0,92.0,50.0,3.4609720740764134,0.9102334472489295,142,,,,,
43PDS,"[74.57997426018082, 14.383481795824872, 75.09094571016908, 15.37712101716971]",India,IN,42.44867,128244,106,86,53,3.3972170321788617,0.920130276523643,138,,,,,,128100,108.0,90.0,53.0,4.282676194559166,0.9821231970725448,127415,100.0,80.0,45.0,3.3507699214987405,0.8690529556795527,447,111.0,95.0,23.0,4.569783803341005,0.9933074265975821
43PDT,"[74.78148230925235, 15.287576962249311, 75.09135078500898, 16.280813604615744]",India,IN,15.533374,108869,97,86,53,4.118268192913284,0.9777345198368558,3642,46.0,43.0,22.0,3.0138595521141935,0.9275879396984925,105213,103.0,88.0,52.0,4.305694276172262,0.9854198089492208,104396,104.0,83.0,47.0,4.066430194560626,0.9726110373213843,589,133.0,126.0,50.0,4.739102948698881,0.9941709844559585
43PEM,"[74.99981701187933, 9.86092309180465, 76.00436820558514, 10.855481221715785]",India,IN,1.317016,20014,80,66,39,3.3753713780520287,0.9445741345961449,160,,,,,,19854,83.0,70.0,41.0,3.2858469612187484,0.930829539201679,19843,73.0,63.0,38.0,3.3152628473509003,0.9324983958744266,8,,,,,
